raw_author_keyword,frequency,dictionary_status
vascular injury,6,raw_WoS_DE_term_no_synonym_merge
Vascular permeability,6,raw_WoS_DE_term_no_synonym_merge
wound repair,6,raw_WoS_DE_term_no_synonym_merge
3D bioprinting,5,raw_WoS_DE_term_no_synonym_merge
adipocytes,5,raw_WoS_DE_term_no_synonym_merge
ADSC,5,raw_WoS_DE_term_no_synonym_merge
Akt,5,raw_WoS_DE_term_no_synonym_merge
AKT,5,raw_WoS_DE_term_no_synonym_merge
Amyloid beta,5,raw_WoS_DE_term_no_synonym_merge
Anti-inflammatory,5,raw_WoS_DE_term_no_synonym_merge
antiphospholipid antibodies,5,raw_WoS_DE_term_no_synonym_merge
Apoptotic bodies,5,raw_WoS_DE_term_no_synonym_merge
apoptotic extracellular vesicles,5,raw_WoS_DE_term_no_synonym_merge
atrial fibrillation,5,raw_WoS_DE_term_no_synonym_merge
bioengineering,5,raw_WoS_DE_term_no_synonym_merge
bladder cancer,5,raw_WoS_DE_term_no_synonym_merge
Blood brain barrier,5,raw_WoS_DE_term_no_synonym_merge
blood pressure,5,raw_WoS_DE_term_no_synonym_merge
Bone marrow,5,raw_WoS_DE_term_no_synonym_merge
bone marrow,5,raw_WoS_DE_term_no_synonym_merge
Bone tissue engineering,5,raw_WoS_DE_term_no_synonym_merge
brain endothelial cells,5,raw_WoS_DE_term_no_synonym_merge
Brain endothelial cells,5,raw_WoS_DE_term_no_synonym_merge
brain tumors,5,raw_WoS_DE_term_no_synonym_merge
bronchopulmonary dysplasia,5,raw_WoS_DE_term_no_synonym_merge
CAFs,5,raw_WoS_DE_term_no_synonym_merge
cardiac fibrosis,5,raw_WoS_DE_term_no_synonym_merge
Cardiomyocyte,5,raw_WoS_DE_term_no_synonym_merge
cell communication,5,raw_WoS_DE_term_no_synonym_merge
cell migration,5,raw_WoS_DE_term_no_synonym_merge
cell-derived microparticles,5,raw_WoS_DE_term_no_synonym_merge
cell-free therapy,5,raw_WoS_DE_term_no_synonym_merge
Cell-to-cell communication,5,raw_WoS_DE_term_no_synonym_merge
cellular crosstalk,5,raw_WoS_DE_term_no_synonym_merge
central nervous system,5,raw_WoS_DE_term_no_synonym_merge
Cerebral ischemia,5,raw_WoS_DE_term_no_synonym_merge
Cervical cancer,5,raw_WoS_DE_term_no_synonym_merge
chemokines,5,raw_WoS_DE_term_no_synonym_merge
CircRNA,5,raw_WoS_DE_term_no_synonym_merge
circulating tumor cells,5,raw_WoS_DE_term_no_synonym_merge
CKD,5,raw_WoS_DE_term_no_synonym_merge
corneal endothelial cells,5,raw_WoS_DE_term_no_synonym_merge
Coronary artery disease,5,raw_WoS_DE_term_no_synonym_merge
Coronary heart disease,5,raw_WoS_DE_term_no_synonym_merge
curcumin,5,raw_WoS_DE_term_no_synonym_merge
dendritic cells,5,raw_WoS_DE_term_no_synonym_merge
Dental pulp stem cells,5,raw_WoS_DE_term_no_synonym_merge
dental pulp stem cells,5,raw_WoS_DE_term_no_synonym_merge
diabetic foot ulcer,5,raw_WoS_DE_term_no_synonym_merge
Differentiation,5,raw_WoS_DE_term_no_synonym_merge
doxorubicin,5,raw_WoS_DE_term_no_synonym_merge
ectosomes,5,raw_WoS_DE_term_no_synonym_merge
endometriosis,5,raw_WoS_DE_term_no_synonym_merge
Endothelial function,5,raw_WoS_DE_term_no_synonym_merge
EPC,5,raw_WoS_DE_term_no_synonym_merge
EPC-EXs,5,raw_WoS_DE_term_no_synonym_merge
ER stress,5,raw_WoS_DE_term_no_synonym_merge
erectile dysfunction,5,raw_WoS_DE_term_no_synonym_merge
ESCC,5,raw_WoS_DE_term_no_synonym_merge
esophageal squamous cell carcinoma,5,raw_WoS_DE_term_no_synonym_merge
Fibroblast,5,raw_WoS_DE_term_no_synonym_merge
gene therapy,5,raw_WoS_DE_term_no_synonym_merge
Gestational diabetes mellitus,5,raw_WoS_DE_term_no_synonym_merge
glioma stem cells,5,raw_WoS_DE_term_no_synonym_merge
glomerular endothelial cells,5,raw_WoS_DE_term_no_synonym_merge
high glucose,5,raw_WoS_DE_term_no_synonym_merge
Hyperglycemia,5,raw_WoS_DE_term_no_synonym_merge
hyperglycemia,5,raw_WoS_DE_term_no_synonym_merge
IL-6,5,raw_WoS_DE_term_no_synonym_merge
immune system,5,raw_WoS_DE_term_no_synonym_merge
immunology,5,raw_WoS_DE_term_no_synonym_merge
Immunotherapy,5,raw_WoS_DE_term_no_synonym_merge
infection,5,raw_WoS_DE_term_no_synonym_merge
inflammasome,5,raw_WoS_DE_term_no_synonym_merge
Invasion,5,raw_WoS_DE_term_no_synonym_merge
kidney,5,raw_WoS_DE_term_no_synonym_merge
lipidomics,5,raw_WoS_DE_term_no_synonym_merge
Liver fibrosis,5,raw_WoS_DE_term_no_synonym_merge
long non-coding RNA,5,raw_WoS_DE_term_no_synonym_merge
lung injury,5,raw_WoS_DE_term_no_synonym_merge
Lymphangiogenesis,5,raw_WoS_DE_term_no_synonym_merge
M2 macrophages,5,raw_WoS_DE_term_no_synonym_merge
Metabolism,5,raw_WoS_DE_term_no_synonym_merge
Microparticle,5,raw_WoS_DE_term_no_synonym_merge
microRNA-126,5,raw_WoS_DE_term_no_synonym_merge
miR,5,raw_WoS_DE_term_no_synonym_merge
miR-100-5p,5,raw_WoS_DE_term_no_synonym_merge
miR-126-3p,5,raw_WoS_DE_term_no_synonym_merge
mitophagy,5,raw_WoS_DE_term_no_synonym_merge
Monocytes,5,raw_WoS_DE_term_no_synonym_merge
mTOR,5,raw_WoS_DE_term_no_synonym_merge
multiple sclerosis,5,raw_WoS_DE_term_no_synonym_merge
myocytes,5,raw_WoS_DE_term_no_synonym_merge
NASH,5,raw_WoS_DE_term_no_synonym_merge
Neointimal hyperplasia,5,raw_WoS_DE_term_no_synonym_merge
Neuroprotection,5,raw_WoS_DE_term_no_synonym_merge
Neutrophil,5,raw_WoS_DE_term_no_synonym_merge
neutrophil extracellular traps,5,raw_WoS_DE_term_no_synonym_merge
oncogenes,5,raw_WoS_DE_term_no_synonym_merge
osteoarthritis,5,raw_WoS_DE_term_no_synonym_merge
P-glycoprotein,5,raw_WoS_DE_term_no_synonym_merge
Parkinson's disease,5,raw_WoS_DE_term_no_synonym_merge
phagocytosis,5,raw_WoS_DE_term_no_synonym_merge
phosphatidylserine,5,raw_WoS_DE_term_no_synonym_merge
Phosphatidylserine,5,raw_WoS_DE_term_no_synonym_merge
Phosphorylation,5,raw_WoS_DE_term_no_synonym_merge
PM2.5,5,raw_WoS_DE_term_no_synonym_merge
proteins,5,raw_WoS_DE_term_no_synonym_merge
proteome,5,raw_WoS_DE_term_no_synonym_merge
reoxygenation,5,raw_WoS_DE_term_no_synonym_merge
resistance,5,raw_WoS_DE_term_no_synonym_merge
review,5,raw_WoS_DE_term_no_synonym_merge
RNA sequencing,5,raw_WoS_DE_term_no_synonym_merge
s disease,5,raw_WoS_DE_term_no_synonym_merge
secretion,5,raw_WoS_DE_term_no_synonym_merge
Signaling,5,raw_WoS_DE_term_no_synonym_merge
skin regeneration,5,raw_WoS_DE_term_no_synonym_merge
skin wound healing,5,raw_WoS_DE_term_no_synonym_merge
small extracellular vesicles (sEVs),5,raw_WoS_DE_term_no_synonym_merge
STAT1,5,raw_WoS_DE_term_no_synonym_merge
Stem,5,raw_WoS_DE_term_no_synonym_merge
targeting,5,raw_WoS_DE_term_no_synonym_merge
Telocytes,5,raw_WoS_DE_term_no_synonym_merge
telocytes,5,raw_WoS_DE_term_no_synonym_merge
Therapeutic targets,5,raw_WoS_DE_term_no_synonym_merge
Tissue repair,5,raw_WoS_DE_term_no_synonym_merge
TLR4,5,raw_WoS_DE_term_no_synonym_merge
trauma,5,raw_WoS_DE_term_no_synonym_merge
tube formation,5,raw_WoS_DE_term_no_synonym_merge
Tumor angiogenesis,5,raw_WoS_DE_term_no_synonym_merge
tumor cells,5,raw_WoS_DE_term_no_synonym_merge
tumor progression,5,raw_WoS_DE_term_no_synonym_merge
type 2 diabetes,5,raw_WoS_DE_term_no_synonym_merge
type 2 diabetes mellitus,5,raw_WoS_DE_term_no_synonym_merge
uptake,5,raw_WoS_DE_term_no_synonym_merge
vasculogenesis,5,raw_WoS_DE_term_no_synonym_merge
vasodilation,5,raw_WoS_DE_term_no_synonym_merge
VEGF-C,5,raw_WoS_DE_term_no_synonym_merge
venous thrombosis,5,raw_WoS_DE_term_no_synonym_merge
Vesicles,5,raw_WoS_DE_term_no_synonym_merge
von Willebrand factor,5,raw_WoS_DE_term_no_synonym_merge
YAP1,5,raw_WoS_DE_term_no_synonym_merge
zebrafish,5,raw_WoS_DE_term_no_synonym_merge
Adipocyte,4,raw_WoS_DE_term_no_synonym_merge
AMPK,4,raw_WoS_DE_term_no_synonym_merge
annexin A1,4,raw_WoS_DE_term_no_synonym_merge
annexin V,4,raw_WoS_DE_term_no_synonym_merge
anti-angiogenesis,4,raw_WoS_DE_term_no_synonym_merge
antioxidants,4,raw_WoS_DE_term_no_synonym_merge
Antiphospholipid antibodies,4,raw_WoS_DE_term_no_synonym_merge
arterial stiffness,4,raw_WoS_DE_term_no_synonym_merge
Atherogenesis,4,raw_WoS_DE_term_no_synonym_merge
Autoimmunity,4,raw_WoS_DE_term_no_synonym_merge
bevacizumab,4,raw_WoS_DE_term_no_synonym_merge
Biodistribution,4,raw_WoS_DE_term_no_synonym_merge
Biomaterials,4,raw_WoS_DE_term_no_synonym_merge
biomimicry,4,raw_WoS_DE_term_no_synonym_merge
blood vessels,4,raw_WoS_DE_term_no_synonym_merge
bone,4,raw_WoS_DE_term_no_synonym_merge
Bone marrow-derived mesenchymal stem cells,4,raw_WoS_DE_term_no_synonym_merge
Bronchopulmonary dysplasia,4,raw_WoS_DE_term_no_synonym_merge
Calcification,4,raw_WoS_DE_term_no_synonym_merge
calcium,4,raw_WoS_DE_term_no_synonym_merge
cancer associated fibroblasts,4,raw_WoS_DE_term_no_synonym_merge
cancer cells,4,raw_WoS_DE_term_no_synonym_merge
Cancer progression,4,raw_WoS_DE_term_no_synonym_merge
cancer-associated fibroblast,4,raw_WoS_DE_term_no_synonym_merge
cardiac remodeling,4,raw_WoS_DE_term_no_synonym_merge
Cardiac repair,4,raw_WoS_DE_term_no_synonym_merge
cardiovascular,4,raw_WoS_DE_term_no_synonym_merge
cargo,4,raw_WoS_DE_term_no_synonym_merge
CD147,4,raw_WoS_DE_term_no_synonym_merge
CD34,4,raw_WoS_DE_term_no_synonym_merge
CD36,4,raw_WoS_DE_term_no_synonym_merge
CD44,4,raw_WoS_DE_term_no_synonym_merge
cell culture,4,raw_WoS_DE_term_no_synonym_merge
Cell proliferation,4,raw_WoS_DE_term_no_synonym_merge
Cell-cell communication,4,raw_WoS_DE_term_no_synonym_merge
Ceramide,4,raw_WoS_DE_term_no_synonym_merge
cerebral ischemia,4,raw_WoS_DE_term_no_synonym_merge
ceRNA,4,raw_WoS_DE_term_no_synonym_merge
chronic liver disease,4,raw_WoS_DE_term_no_synonym_merge
chronic wounds,4,raw_WoS_DE_term_no_synonym_merge
Circulating tumor cells,4,raw_WoS_DE_term_no_synonym_merge
Circulation,4,raw_WoS_DE_term_no_synonym_merge
CNS,4,raw_WoS_DE_term_no_synonym_merge
Conditioned medium,4,raw_WoS_DE_term_no_synonym_merge
Cornea,4,raw_WoS_DE_term_no_synonym_merge
critical limb ischemia,4,raw_WoS_DE_term_no_synonym_merge
cross-talk,4,raw_WoS_DE_term_no_synonym_merge
Cytokine,4,raw_WoS_DE_term_no_synonym_merge
Cytokines,4,raw_WoS_DE_term_no_synonym_merge
Deep vein thrombosis,4,raw_WoS_DE_term_no_synonym_merge
Diabetic foot ulcer,4,raw_WoS_DE_term_no_synonym_merge
Diabetic nephropathy,4,raw_WoS_DE_term_no_synonym_merge
diabetic wounds,4,raw_WoS_DE_term_no_synonym_merge
Diabetic wounds,4,raw_WoS_DE_term_no_synonym_merge
disseminated intravascular coagulation,4,raw_WoS_DE_term_no_synonym_merge
DNA methylation,4,raw_WoS_DE_term_no_synonym_merge
Drug delivery systems,4,raw_WoS_DE_term_no_synonym_merge
ectosome,4,raw_WoS_DE_term_no_synonym_merge
endoplasmic reticulum stress,4,raw_WoS_DE_term_no_synonym_merge
endothelial barrier dysfunction,4,raw_WoS_DE_term_no_synonym_merge
endothelial cells (ECs),4,raw_WoS_DE_term_no_synonym_merge
endothelial damage,4,raw_WoS_DE_term_no_synonym_merge
endothelial inflammation,4,raw_WoS_DE_term_no_synonym_merge
endothelial microparticles,4,raw_WoS_DE_term_no_synonym_merge
endothelial permeability,4,raw_WoS_DE_term_no_synonym_merge
endothelial senescence,4,raw_WoS_DE_term_no_synonym_merge
Endothelial-to-mesenchymal transition,4,raw_WoS_DE_term_no_synonym_merge
energy metabolism,4,raw_WoS_DE_term_no_synonym_merge
Epithelial-mesenchymal transition,4,raw_WoS_DE_term_no_synonym_merge
Erectile dysfunction,4,raw_WoS_DE_term_no_synonym_merge
factor VIIa,4,raw_WoS_DE_term_no_synonym_merge
Function,4,raw_WoS_DE_term_no_synonym_merge
GelMA,4,raw_WoS_DE_term_no_synonym_merge
Gene delivery,4,raw_WoS_DE_term_no_synonym_merge
gene regulation,4,raw_WoS_DE_term_no_synonym_merge
glycolysis,4,raw_WoS_DE_term_no_synonym_merge
Glycolysis,4,raw_WoS_DE_term_no_synonym_merge
glycosylation,4,raw_WoS_DE_term_no_synonym_merge
Hemorrhagic shock,4,raw_WoS_DE_term_no_synonym_merge
hepatic stellate cell,4,raw_WoS_DE_term_no_synonym_merge
high blood pressure,4,raw_WoS_DE_term_no_synonym_merge
HOTAIR,4,raw_WoS_DE_term_no_synonym_merge
HSP70,4,raw_WoS_DE_term_no_synonym_merge
hydrogels,4,raw_WoS_DE_term_no_synonym_merge
Immune microenvironment,4,raw_WoS_DE_term_no_synonym_merge
immune response,4,raw_WoS_DE_term_no_synonym_merge
Immune response,4,raw_WoS_DE_term_no_synonym_merge
Immunity,4,raw_WoS_DE_term_no_synonym_merge
Immunosuppression,4,raw_WoS_DE_term_no_synonym_merge
immunothrombosis,4,raw_WoS_DE_term_no_synonym_merge
interleukin-10,4,raw_WoS_DE_term_no_synonym_merge
intermittent hypoxia,4,raw_WoS_DE_term_no_synonym_merge
Ionizing radiation,4,raw_WoS_DE_term_no_synonym_merge
Kidney,4,raw_WoS_DE_term_no_synonym_merge
lactadherin,4,raw_WoS_DE_term_no_synonym_merge
LncRNA,4,raw_WoS_DE_term_no_synonym_merge
LPS,4,raw_WoS_DE_term_no_synonym_merge
lung adenocarcinoma,4,raw_WoS_DE_term_no_synonym_merge
lupus nephritis,4,raw_WoS_DE_term_no_synonym_merge
lysosome,4,raw_WoS_DE_term_no_synonym_merge
MALAT1,4,raw_WoS_DE_term_no_synonym_merge
Mechanisms,4,raw_WoS_DE_term_no_synonym_merge
Membrane vesicles,4,raw_WoS_DE_term_no_synonym_merge
Mesenchymal,4,raw_WoS_DE_term_no_synonym_merge
mesenchymal stem cells (MSCs),4,raw_WoS_DE_term_no_synonym_merge
mice,4,raw_WoS_DE_term_no_synonym_merge
microparticles (MPs),4,raw_WoS_DE_term_no_synonym_merge
microRNA&#8208,4,raw_WoS_DE_term_no_synonym_merge
microvascular endothelial cells,4,raw_WoS_DE_term_no_synonym_merge
miR-125a-5p,4,raw_WoS_DE_term_no_synonym_merge
miR-17-5p,4,raw_WoS_DE_term_no_synonym_merge
miR-199a-5p,4,raw_WoS_DE_term_no_synonym_merge
miR-21-3p,4,raw_WoS_DE_term_no_synonym_merge
miR-214-3p,4,raw_WoS_DE_term_no_synonym_merge
miR-27a,4,raw_WoS_DE_term_no_synonym_merge
miR-486-5p,4,raw_WoS_DE_term_no_synonym_merge
MiRNAs,4,raw_WoS_DE_term_no_synonym_merge
MMP2,4,raw_WoS_DE_term_no_synonym_merge
mortality,4,raw_WoS_DE_term_no_synonym_merge
multi-omics,4,raw_WoS_DE_term_no_synonym_merge
multivesicular bodies,4,raw_WoS_DE_term_no_synonym_merge
Myofibroblast,4,raw_WoS_DE_term_no_synonym_merge
ncRNAs,4,raw_WoS_DE_term_no_synonym_merge
Neovascularization,4,raw_WoS_DE_term_no_synonym_merge
neurodegenerative diseases,4,raw_WoS_DE_term_no_synonym_merge
neuron,4,raw_WoS_DE_term_no_synonym_merge
neurons,4,raw_WoS_DE_term_no_synonym_merge
Neutrophils,4,raw_WoS_DE_term_no_synonym_merge
Non-coding RNA,4,raw_WoS_DE_term_no_synonym_merge
non-coding RNAs,4,raw_WoS_DE_term_no_synonym_merge
Non-coding RNAs,4,raw_WoS_DE_term_no_synonym_merge
noncoding RNA,4,raw_WoS_DE_term_no_synonym_merge
Noncoding RNAs,4,raw_WoS_DE_term_no_synonym_merge
oral cancer,4,raw_WoS_DE_term_no_synonym_merge
oral squamous cell carcinoma,4,raw_WoS_DE_term_no_synonym_merge
OSA,4,raw_WoS_DE_term_no_synonym_merge
osteoblast,4,raw_WoS_DE_term_no_synonym_merge
osteoclast,4,raw_WoS_DE_term_no_synonym_merge
osteoclasts,4,raw_WoS_DE_term_no_synonym_merge
Osteonecrosis of the femoral head,4,raw_WoS_DE_term_no_synonym_merge
Oxygen-glucose deprivation,4,raw_WoS_DE_term_no_synonym_merge
peptides,4,raw_WoS_DE_term_no_synonym_merge
permeability,4,raw_WoS_DE_term_no_synonym_merge
physical activity,4,raw_WoS_DE_term_no_synonym_merge
physiology,4,raw_WoS_DE_term_no_synonym_merge
Plasma,4,raw_WoS_DE_term_no_synonym_merge
Plasma exosomes,4,raw_WoS_DE_term_no_synonym_merge
platelet-derived exosomes,4,raw_WoS_DE_term_no_synonym_merge
Pre-metastatic niche,4,raw_WoS_DE_term_no_synonym_merge
progenitor cell,4,raw_WoS_DE_term_no_synonym_merge
Progenitor cells,4,raw_WoS_DE_term_no_synonym_merge
Prostate cancer,4,raw_WoS_DE_term_no_synonym_merge
Radiotherapy,4,raw_WoS_DE_term_no_synonym_merge
radiotherapy,4,raw_WoS_DE_term_no_synonym_merge
Reactive oxygen species,4,raw_WoS_DE_term_no_synonym_merge
receptor-mediated transcytosis,4,raw_WoS_DE_term_no_synonym_merge
Reendothelialization,4,raw_WoS_DE_term_no_synonym_merge
Renal cell carcinoma,4,raw_WoS_DE_term_no_synonym_merge
Restenosis,4,raw_WoS_DE_term_no_synonym_merge
revascularization,4,raw_WoS_DE_term_no_synonym_merge
Review,4,raw_WoS_DE_term_no_synonym_merge
RNA-seq,4,raw_WoS_DE_term_no_synonym_merge
septic shock,4,raw_WoS_DE_term_no_synonym_merge
serum,4,raw_WoS_DE_term_no_synonym_merge
sEVs,4,raw_WoS_DE_term_no_synonym_merge
shear stress,4,raw_WoS_DE_term_no_synonym_merge
Single-cell RNA sequencing,4,raw_WoS_DE_term_no_synonym_merge
smooth muscle,4,raw_WoS_DE_term_no_synonym_merge
SP1,4,raw_WoS_DE_term_no_synonym_merge
stem cell transplantation,4,raw_WoS_DE_term_no_synonym_merge
Stemness,4,raw_WoS_DE_term_no_synonym_merge
systems biology,4,raw_WoS_DE_term_no_synonym_merge
T cells,4,raw_WoS_DE_term_no_synonym_merge
Targeting,4,raw_WoS_DE_term_no_synonym_merge
theranostics,4,raw_WoS_DE_term_no_synonym_merge
therapeutic agents,4,raw_WoS_DE_term_no_synonym_merge
therapeutic potential,4,raw_WoS_DE_term_no_synonym_merge
Thrombin generation,4,raw_WoS_DE_term_no_synonym_merge
thrombogenicity,4,raw_WoS_DE_term_no_synonym_merge
Tight junctions,4,raw_WoS_DE_term_no_synonym_merge
TME,4,raw_WoS_DE_term_no_synonym_merge
transcriptome,4,raw_WoS_DE_term_no_synonym_merge
transmission electron microscopy,4,raw_WoS_DE_term_no_synonym_merge
Transplantation,4,raw_WoS_DE_term_no_synonym_merge
transplantation,4,raw_WoS_DE_term_no_synonym_merge
Treponema pallidum,4,raw_WoS_DE_term_no_synonym_merge
Trophoblast,4,raw_WoS_DE_term_no_synonym_merge
trophoblast cells,4,raw_WoS_DE_term_no_synonym_merge
tumor-derived exosomes,4,raw_WoS_DE_term_no_synonym_merge
vascular damage,4,raw_WoS_DE_term_no_synonym_merge
Vascular endothelial cells,4,raw_WoS_DE_term_no_synonym_merge
vascular repair,4,raw_WoS_DE_term_no_synonym_merge
vascular smooth muscle cell,4,raw_WoS_DE_term_no_synonym_merge
VEGFR2,4,raw_WoS_DE_term_no_synonym_merge
vesicles,4,raw_WoS_DE_term_no_synonym_merge
Wnt5a,4,raw_WoS_DE_term_no_synonym_merge
3D printing,3,raw_WoS_DE_term_no_synonym_merge
actin,3,raw_WoS_DE_term_no_synonym_merge
acute ischemic stroke,3,raw_WoS_DE_term_no_synonym_merge
acute liver injury,3,raw_WoS_DE_term_no_synonym_merge
Adenosine,3,raw_WoS_DE_term_no_synonym_merge
adenosine,3,raw_WoS_DE_term_no_synonym_merge
adipogenesis,3,raw_WoS_DE_term_no_synonym_merge
adiponectin,3,raw_WoS_DE_term_no_synonym_merge
Adipose stem cell,3,raw_WoS_DE_term_no_synonym_merge
Adipose stem cells,3,raw_WoS_DE_term_no_synonym_merge
Adipose tissue,3,raw_WoS_DE_term_no_synonym_merge
adipose-derived stem cell,3,raw_WoS_DE_term_no_synonym_merge
Adipose-derived stem cell,3,raw_WoS_DE_term_no_synonym_merge
ADSCs,3,raw_WoS_DE_term_no_synonym_merge
AKI,3,raw_WoS_DE_term_no_synonym_merge
Akt signaling pathway,3,raw_WoS_DE_term_no_synonym_merge
alcohol,3,raw_WoS_DE_term_no_synonym_merge
ALI/ARDS,3,raw_WoS_DE_term_no_synonym_merge
AMI,3,raw_WoS_DE_term_no_synonym_merge
anti-inflammation,3,raw_WoS_DE_term_no_synonym_merge
Anti-inflammation,3,raw_WoS_DE_term_no_synonym_merge
antihypertensive peptides,3,raw_WoS_DE_term_no_synonym_merge
Antiphospholipid syndrome,3,raw_WoS_DE_term_no_synonym_merge
Apoptotic body,3,raw_WoS_DE_term_no_synonym_merge
ARDS,3,raw_WoS_DE_term_no_synonym_merge
Astragaloside IV,3,raw_WoS_DE_term_no_synonym_merge
autoimmunity,3,raw_WoS_DE_term_no_synonym_merge
biodistribution,3,raw_WoS_DE_term_no_synonym_merge
bioinformatics,3,raw_WoS_DE_term_no_synonym_merge
bioinformatics analysis,3,raw_WoS_DE_term_no_synonym_merge
biomimetic,3,raw_WoS_DE_term_no_synonym_merge
biomimetic nanoparticles,3,raw_WoS_DE_term_no_synonym_merge
Bioprocessing,3,raw_WoS_DE_term_no_synonym_merge
Bladder cancer,3,raw_WoS_DE_term_no_synonym_merge
BMPR2,3,raw_WoS_DE_term_no_synonym_merge
Bone,3,raw_WoS_DE_term_no_synonym_merge
Bone marrow stromal cells,3,raw_WoS_DE_term_no_synonym_merge
Bone repair,3,raw_WoS_DE_term_no_synonym_merge
bone targeting,3,raw_WoS_DE_term_no_synonym_merge
bone tissue engineering,3,raw_WoS_DE_term_no_synonym_merge
brain barrier,3,raw_WoS_DE_term_no_synonym_merge
brain injury,3,raw_WoS_DE_term_no_synonym_merge
brain ischemia,3,raw_WoS_DE_term_no_synonym_merge
Brain microvascular endothelial cells,3,raw_WoS_DE_term_no_synonym_merge
CAD,3,raw_WoS_DE_term_no_synonym_merge
Cancer diagnosis,3,raw_WoS_DE_term_no_synonym_merge
cancer-associated thrombosis,3,raw_WoS_DE_term_no_synonym_merge
cardiac fibroblasts,3,raw_WoS_DE_term_no_synonym_merge
Cardiac function,3,raw_WoS_DE_term_no_synonym_merge
cardiac progenitor cells,3,raw_WoS_DE_term_no_synonym_merge
Cardiac regeneration,3,raw_WoS_DE_term_no_synonym_merge
cardiac tissue engineering,3,raw_WoS_DE_term_no_synonym_merge
cardio-oncology,3,raw_WoS_DE_term_no_synonym_merge
Cardiovascular,3,raw_WoS_DE_term_no_synonym_merge
caveolae,3,raw_WoS_DE_term_no_synonym_merge
Caveolin-1,3,raw_WoS_DE_term_no_synonym_merge
CD47,3,raw_WoS_DE_term_no_synonym_merge
CD63,3,raw_WoS_DE_term_no_synonym_merge
CD9,3,raw_WoS_DE_term_no_synonym_merge
cell adhesion,3,raw_WoS_DE_term_no_synonym_merge
Cell biology,3,raw_WoS_DE_term_no_synonym_merge
cell cycle,3,raw_WoS_DE_term_no_synonym_merge
Cell death,3,raw_WoS_DE_term_no_synonym_merge
cell death,3,raw_WoS_DE_term_no_synonym_merge
Cell signaling,3,raw_WoS_DE_term_no_synonym_merge
cell transplantation,3,raw_WoS_DE_term_no_synonym_merge
cell viability,3,raw_WoS_DE_term_no_synonym_merge
cell-based therapy,3,raw_WoS_DE_term_no_synonym_merge
Cell-free therapy,3,raw_WoS_DE_term_no_synonym_merge
ceramide,3,raw_WoS_DE_term_no_synonym_merge
cerebral microvascular endothelial cells,3,raw_WoS_DE_term_no_synonym_merge
Chemoresistance,3,raw_WoS_DE_term_no_synonym_merge
cholangiocarcinoma,3,raw_WoS_DE_term_no_synonym_merge
